"abb","year","turnout","policy_edr","policy_mail_in","policy_motor"
"CO",1932,71.3353271484375,0,0,0
"CO",1936,72.0984344482422,0,0,0
"CO",1940,76.8947601318359,0,0,0
"CO",1944,65.9064483642578,0,0,0
"CO",1948,62.9392738342285,0,0,0
"CO",1952,71.4376602172852,0,0,0
"CO",1956,69.3217849731445,0,0,0
"CO",1960,71.4108657836914,0,0,0
"CO",1964,68.1925582885742,0,0,0
"CO",1968,64.6808776855469,0,0,0
"CO",1972,59.7858963012695,0,0,0
"CO",1976,60.550952911377,0,0,0
"CO",1980,56.944709777832,0,0,0
"CO",1984,58.3175811767578,0,0,0
"CO",1988,58.090690612793,0,0,1
"CO",1992,60.6658401489258,0,0,1
"CO",1996,52.2096405029297,0,1,1
"CO",2000,54.4098281860352,0,1,1
"CO",2004,61.2000007629395,0,1,1
"CO",2008,64.6999969482422,0,1,1
"CO",2012,64.6999969482422,0,1,1
"CT",1920,45.2609214782715,0,0,0
"CT",1924,45.5470428466797,0,0,0
"CT",1928,58.2051162719727,0,0,0
"CT",1932,58.2244338989258,0,0,0
"CT",1936,63.3703193664551,0,0,0
"CT",1940,67.39404296875,0,0,0
"CT",1944,66.6246643066406,0,0,0
"CT",1948,66.0355682373047,0,0,0
"CT",1952,77.0182418823242,0,0,0
"CT",1956,74.098747253418,0,0,0
"CT",1960,76.8615951538086,0,0,0
"CT",1964,71.6052398681641,0,0,0
"CT",1968,69.3055267333984,0,0,0
"CT",1972,66.1700286865234,0,0,0
"CT",1976,62.5893898010254,0,0,0
"CT",1980,61.5442008972168,0,0,0
"CT",1984,61.4791030883789,0,0,0
"CT",1988,58.0369033813477,0,1,0
"CT",1992,63.5580406188965,0,1,1
"CT",1996,54.5408706665039,0,1,1
"CT",2000,56.9264831542969,0,1,1
"CT",2004,59.7000007629395,0,1,1
"CT",2008,60.4000015258789,0,1,1
"CT",2012,55.7000007629395,1,1,1
"DE",1920,75.7946929931641,0,0,0
"DE",1924,67.5117568969727,0,0,0
"DE",1928,73.5005416870117,0,0,0
"DE",1932,73.0464324951172,0,0,0
"DE",1936,76.8240127563477,0,0,0
"DE",1940,76.7720336914062,0,0,0
"DE",1944,65.6516952514648,0,0,0
"DE",1948,68.0855255126953,0,0,0
"DE",1952,78.341926574707,0,0,0
"DE",1956,72.7766036987305,0,0,0
"DE",1960,73.3943786621094,0,0,0
"DE",1964,69.5646133422852,0,0,0
"DE",1968,68.7514419555664,0,0,0
"DE",1972,62.7206382751465,0,0,0
"DE",1976,58.4719619750977,0,0,0
"DE",1980,55.0626182556152,0,0,0
"DE",1984,55.5918045043945,0,1,0
"DE",1988,51.2216987609863,0,1,0
"DE",1992,55.6892776489258,0,1,0
"DE",1996,48.8351936340332,0,1,1
"DE",2000,55.6064109802246,0,1,1
"DE",2004,59.4000015258789,0,1,1
"DE",2008,60.5999984741211,0,1,1
"DE",2012,58,0,1,1
"FL",1920,44.7930603027344,0,0,0
"FL",1924,18.0336380004883,0,0,0
"FL",1928,32.5546379089355,0,0,0
"FL",1932,29.4923496246338,0,0,0
"FL",1936,30.3769626617432,0,0,0
"FL",1940,39.8381843566895,0,0,0
"FL",1944,33.0451278686523,0,0,0
"FL",1948,33.9361686706543,0,0,0
"FL",1952,47.6556129455566,0,0,0
"FL",1956,43.5405502319336,0,0,0
"FL",1960,50.0056991577148,0,0,0
"FL",1964,51.5936164855957,0,0,0
"FL",1968,53.3506889343262,0,0,0
"FL",1972,49.1398696899414,0,0,0
"FL",1976,51.3885345458984,0,0,0
"FL",1980,49.9515914916992,0,0,0
"FL",1984,49.4255027770996,0,0,0
"FL",1988,45.1281242370605,0,0,0
"FL",1992,50.4951515197754,0,0,0
"FL",1996,46.3955879211426,0,1,1
"FL",2000,48.338939666748,0,1,1
"FL",2004,56.0999984741211,0,1,1
"FL",2008,57.5999984741211,0,1,1
"FL",2012,55.2000007629395,0,1,1
"GA",1920,11.0461797714233,0,0,0
"GA",1924,11.8586473464966,0,0,0
"GA",1928,15.6180095672607,0,0,0
"GA",1932,16.4531536102295,0,0,0
"GA",1936,17.6274681091309,0,0,0
"GA",1940,17.6283302307129,0,0,0
"GA",1944,17.1749839782715,0,0,0
"GA",1948,20.0269775390625,0,0,0
"GA",1952,29.4476947784424,0,0,0
"GA",1956,28.851526260376,0,0,0
"GA",1960,30.4297733306885,0,0,0
"GA",1964,43.413272857666,0,0,0
"GA",1968,43.5775337219238,0,0,0
"GA",1972,37.8531341552734,0,0,0
"GA",1976,43.5073432922363,0,0,0
"GA",1980,41.8230743408203,0,0,0
"GA",1984,42.3773078918457,0,0,0
"GA",1988,39.648136138916,0,0,0
"GA",1992,46.3839378356934,0,0,0
"GA",1996,41.7170295715332,0,1,1
"GA",2000,42.9302635192871,0,1,1
"GA",2004,50,0,1,1
"GA",2008,55.5999984741211,0,1,1
"GA",2012,52.2000007629395,0,1,1
"ID",1920,62.5305137634277,0,0,0
"ID",1924,64.8106231689453,0,0,0
"ID",1928,64.0531921386719,0,0,0
"ID",1932,71.7359771728516,0,0,0
"ID",1936,69.6796035766602,0,0,0
"ID",1940,75.1419525146484,0,0,0
"ID",1944,63.6304893493652,0,0,0
"ID",1948,62.845027923584,0,0,0
"ID",1952,78.1139678955078,0,0,0
"ID",1956,75.2423858642578,0,0,0
"ID",1960,80.7661285400391,0,0,0
"ID",1964,75.5364151000977,0,0,0
"ID",1968,72.3615798950195,0,0,0
"ID",1972,62.8297576904297,0,0,0
"ID",1976,61.6513557434082,0,0,0
"ID",1980,68.6704864501953,0,0,0
"ID",1984,62.1497535705566,0,0,0
"ID",1988,59.609790802002,0,0,0
"ID",1992,64.8299102783203,0,0,0
"ID",1996,58.9375610351562,1,1,1
"ID",2000,54.2331619262695,1,1,1
"ID",2004,58.7000007629395,1,1,1
"ID",2008,58.5999984741211,1,1,1
"ID",2012,55.5,1,1,1
"IL",1920,68.2848129272461,0,0,0
"IL",1924,65.392822265625,0,0,0
"IL",1928,69.2563552856445,0,0,0
"IL",1932,68.849723815918,0,0,0
"IL",1936,76.589599609375,0,0,0
"IL",1940,78.3719635009766,0,0,0
"IL",1944,71.9076232910156,0,0,0
"IL",1948,68.1763153076172,0,0,0
"IL",1952,74.3923034667969,0,0,0
"IL",1956,71.6386489868164,0,0,0
"IL",1960,75.7428588867188,0,0,0
"IL",1964,72.6711502075195,0,0,0
"IL",1968,69.3429107666016,0,0,0
"IL",1972,62.6340522766113,0,0,0
"IL",1976,60.6303062438965,0,0,0
"IL",1980,58.0792503356934,0,0,0
"IL",1984,58.0578422546387,0,0,0
"IL",1988,54.1271057128906,0,0,0
"IL",1992,58.571849822998,0,0,0
"IL",1996,48.4534873962402,0,1,1
"IL",2000,51.6916236877441,0,1,1
"IL",2004,55.7000007629395,0,1,1
"IL",2008,57.4000015258789,0,1,1
"IL",2012,53.2999992370605,0,1,1
"IN",1920,72.9004898071289,0,0,0
"IN",1924,69.1261901855469,0,0,0
"IN",1928,72.9288482666016,0,0,0
"IN",1932,76.9425888061523,0,0,0
"IN",1936,77.0576629638672,0,0,0
"IN",1940,79.7524795532227,0,0,0
"IN",1944,70.7349624633789,0,0,0
"IN",1948,66.4501953125,0,0,0
"IN",1952,75.1775131225586,0,0,0
"IN",1956,73.4198760986328,0,0,0
"IN",1960,76.866813659668,0,0,0
"IN",1964,72.2339401245117,0,0,0
"IN",1968,70.4752731323242,0,0,0
"IN",1972,60.6687316894531,0,0,0
"IN",1976,61.1333160400391,0,0,0
"IN",1980,57.9037437438965,0,0,0
"IN",1984,56.4123115539551,0,0,0
"IN",1988,53.6129684448242,0,0,0
"IN",1992,55.2731552124023,0,0,0
"IN",1996,49.2155990600586,0,1,1
"IN",2000,48.8073348999023,0,1,1
"IN",2004,53,0,1,1
"IN",2008,57,0,1,1
"IN",2012,52.9000015258789,0,1,1
"IA",1920,62.7404823303223,0,0,0
"IA",1924,66.9870529174805,0,0,0
"IA",1928,67.7319793701172,0,0,0
"IA",1932,67.6354675292969,0,0,0
"IA",1936,72.0507507324219,0,0,0
"IA",1940,74.1447677612305,0,0,0
"IA",1944,63.3476943969727,0,0,0
"IA",1948,61.6554679870605,0,0,0
"IA",1952,75.1231536865234,0,0,0
"IA",1956,73.6410369873047,0,0,0
"IA",1960,76.5510787963867,0,0,0
"IA",1964,70.5923156738281,0,0,0
"IA",1968,69.0266571044922,0,0,0
"IA",1972,63.1767082214355,0,0,0
"IA",1976,64.061393737793,0,1,0
"IA",1980,63.1063690185547,0,1,0
"IA",1984,63.5759544372559,0,1,0
"IA",1988,59.3833999633789,0,1,0
"IA",1992,64.974235534668,0,1,1
"IA",1996,57.7004470825195,0,1,1
"IA",2000,61.7061462402344,0,1,1
"IA",2004,67.4000015258789,0,1,1
"IA",2008,66.9000015258789,1,1,1
"IA",2012,67.0999984741211,1,1,1
"KS",1920,54.6799163818359,0,0,0
"KS",1924,61.4624366760254,0,0,0
"KS",1928,64.0932235717773,0,0,0
"KS",1932,69.6824645996094,0,0,0
"KS",1936,75.2702026367188,0,0,0
"KS",1940,74.0442962646484,0,0,0
"KS",1944,61.447639465332,0,0,0
"KS",1948,64.3183670043945,0,0,0
"KS",1952,71.2115936279297,0,0,0
"KS",1956,67.1387710571289,0,0,0
"KS",1960,70.2590789794922,0,0,0
"KS",1964,63.9270477294922,0,0,0
"KS",1968,64.0809860229492,0,0,0
"KS",1972,58.9507713317871,0,1,0
"KS",1976,58.4764938354492,0,1,0
"KS",1980,57.164234161377,0,1,0
"KS",1984,58.2402725219727,0,1,0
"KS",1988,55.3052864074707,0,1,0
"KS",1992,62.6259765625,0,1,0
"KS",1996,56.1978492736816,0,1,1
"KS",2000,54.2777366638184,0,1,1
"KS",2004,58.2999992370605,0,1,1
"KS",2008,58.7999992370605,0,1,1
"KS",2012,53.4000015258789,0,1,1
"KY",1920,71.6596832275391,0,0,0
"KY",1924,60.9275436401367,0,1,0
"KY",1928,67.4579620361328,0,1,0
"KY",1932,67.0985412597656,0,1,0
"KY",1936,59.7381820678711,0,1,0
"KY",1940,59.3027420043945,0,1,0
"KY",1944,51.7037887573242,0,1,0
"KY",1948,47.7872505187988,0,1,0
"KY",1952,56.8440589904785,0,1,0
"KY",1956,58.5370903015137,0,1,0
"KY",1960,59.2449798583984,0,1,0
"KY",1964,52.8124542236328,0,1,0
"KY",1968,51.1675872802734,0,1,0
"KY",1972,48.2376403808594,0,1,0
"KY",1976,49.4551696777344,0,1,0
"KY",1980,50.2375717163086,0,1,0
"KY",1984,51.8714714050293,0,1,0
"KY",1988,48.9682998657227,0,1,0
"KY",1992,53.4256286621094,0,1,0
"KY",1996,47.5478858947754,0,1,1
"KY",2000,50.6770858764648,0,1,1
"KY",2004,56.9000015258789,0,1,1
"KY",2008,55.7000007629395,0,1,1
"KY",2012,53.2000007629395,0,1,1
"LA",1920,13.7831087112427,0,0,0
"LA",1924,12.1624269485474,0,0,0
"LA",1928,19.7867279052734,0,0,0
"LA",1932,22.7247104644775,0,0,0
"LA",1936,25.7858848571777,0,0,0
"LA",1940,27.0777702331543,0,0,0
"LA",1944,23.9314022064209,0,0,0
"LA",1948,26.9479961395264,0,0,0
"LA",1952,39.9790420532227,0,0,0
"LA",1956,35.9587631225586,0,0,0
"LA",1960,44.7833137512207,0,0,0
"LA",1964,47.2031288146973,0,0,0
"LA",1968,55.048656463623,0,0,0
"LA",1972,44.3012847900391,0,0,0
"LA",1976,50.4694976806641,0,0,0
"LA",1980,53.8827781677246,0,0,0
"LA",1984,58.4231643676758,0,0,0
"LA",1988,54.8407592773438,0,0,0
"LA",1992,58.8047904968262,0,0,1
"LA",1996,56.6950340270996,0,1,1
"LA",2000,54.3416366577148,0,1,1
"LA",2004,58.5,0,1,1
"LA",2008,58.7000007629395,0,1,1
"LA",2012,57.0999984741211,0,1,1
"ME",1920,43.1199645996094,0,0,0
"ME",1924,40.8799285888672,0,0,0
"ME",1928,54.4530372619629,0,0,0
"ME",1932,60.1282157897949,0,0,0
"ME",1936,59.1000556945801,0,0,0
"ME",1940,60.1691589355469,0,0,0
"ME",1944,53.8252601623535,0,0,0
"ME",1948,46.6082725524902,0,0,0
"ME",1952,60.8978614807129,0,0,0
"ME",1956,60.7088012695312,0,0,0
"ME",1960,72.5932846069336,0,0,0
"ME",1964,64.9003372192383,0,0,0
"ME",1968,66.2623977661133,0,0,0
"ME",1972,60.7932929992676,0,0,0
"ME",1976,65.3542633056641,1,0,0
"ME",1980,65.1321258544922,1,0,0
"ME",1984,65.1240005493164,1,1,0
"ME",1988,61.963794708252,1,1,0
"ME",1992,73.0740127563477,1,1,0
"ME",1996,63.6592597961426,1,1,1
"ME",2000,66.9433135986328,1,1,1
"ME",2004,72.5999984741211,1,1,1
"ME",2008,69.5999984741211,1,1,1
"ME",2012,66.9000015258789,1,1,1
"MD",1920,55.1507148742676,0,0,0
"MD",1924,41.4656181335449,0,0,0
"MD",1928,55.4455223083496,0,0,0
"MD",1932,49.3927955627441,0,0,0
"MD",1936,56.2886390686035,0,0,0
"MD",1940,55.6742515563965,0,0,0
"MD",1944,46.0124778747559,0,0,0
"MD",1948,40.8998374938965,0,0,0
"MD",1952,56.7026596069336,0,0,0
"MD",1956,54.2713775634766,0,0,0
"MD",1960,57.200325012207,0,0,0
"MD",1964,54.613395690918,0,0,0
"MD",1968,55.0521087646484,0,0,0
"MD",1972,50.1504707336426,0,0,0
"MD",1976,49.6627235412598,0,1,0
"MD",1980,50.5246315002441,0,1,0
"MD",1984,51.139045715332,0,1,0
"MD",1988,48.9092483520508,0,1,1
"MD",1992,53.8783760070801,0,1,1
"MD",1996,46.7189521789551,0,1,1
"MD",2000,51.3972244262695,0,1,1
"MD",2004,57.2000007629395,0,1,1
"MD",2008,60.5999984741211,0,1,1
"MD",2012,59.5999984741211,0,1,1
"MA",1920,41.0611343383789,0,0,0
"MA",1924,44.7195777893066,0,0,0
"MA",1928,59.9203033447266,0,0,0
"MA",1932,57.8281593322754,0,0,0
"MA",1936,65.1611557006836,0,0,0
"MA",1940,69.5079727172852,0,0,0
"MA",1944,64.6557388305664,0,0,0
"MA",1948,66.9203872680664,0,0,0
"MA",1952,74.1453247070312,0,0,0
"MA",1956,72.71484375,0,0,0
"MA",1960,76.1010818481445,0,0,0
"MA",1964,69.9897918701172,0,0,0
"MA",1968,67.4813919067383,0,0,0
"MA",1972,61.9100074768066,0,0,0
"MA",1976,61.6096267700195,0,0,0
"MA",1980,59.4323043823242,0,0,0
"MA",1984,57.9893455505371,0,0,0
"MA",1988,57.4837341308594,0,0,0
"MA",1992,59.0080184936523,0,0,0
"MA",1996,53.5411033630371,0,1,1
"MA",2000,56.3824996948242,0,1,1
"MA",2004,58.7000007629395,0,1,1
"MA",2008,60.9000015258789,0,1,1
"MA",2012,60.4000015258789,0,1,1
"MI",1920,47.2289886474609,0,0,0
"MI",1924,46.2838172912598,0,0,0
"MI",1928,49.0862731933594,0,0,0
"MI",1932,55.0035362243652,0,0,0
"MI",1936,56.4023284912109,0,0,0
"MI",1940,61.8166694641113,0,0,0
"MI",1944,60.1288757324219,0,0,0
"MI",1948,53.2649459838867,0,0,0
"MI",1952,66.6058502197266,0,0,0
"MI",1956,70.156364440918,0,0,0
"MI",1960,72.4475326538086,0,0,0
"MI",1964,66.63134765625,0,0,0
"MI",1968,65.6725921630859,0,0,0
"MI",1972,59.1579437255859,0,0,0
"MI",1976,58.9727058410645,0,0,1
"MI",1980,60.0849075317383,0,0,1
"MI",1984,57.2641258239746,0,0,1
"MI",1988,54.1923789978027,0,0,1
"MI",1992,61.6145896911621,0,0,1
"MI",1996,53.9037246704102,0,1,1
"MI",2000,57.6424789428711,0,1,1
"MI",2004,63.9000015258789,0,1,1
"MI",2008,66.4000015258789,0,1,1
"MI",2012,62,0,1,1
"MN",1920,53.2364921569824,0,0,0
"MN",1924,56.9149475097656,0,0,0
"MN",1928,64.4384231567383,0,0,0
"MN",1932,63.0814971923828,0,0,0
"MN",1936,66.7318267822266,0,0,0
"MN",1940,69.6320266723633,0,0,0
"MN",1944,61.0914535522461,0,0,0
"MN",1948,64.2110443115234,0,0,0
"MN",1952,71.5237426757812,0,0,0
"MN",1956,68.19873046875,0,0,0
"MN",1960,77.0558242797852,0,0,0
"MN",1964,74.426025390625,0,0,0
"MN",1968,72.9946670532227,0,0,0
"MN",1972,68.0477600097656,0,0,0
"MN",1976,71.6096572875977,1,1,0
"MN",1980,70.6339416503906,1,1,1
"MN",1984,68.8772048950195,1,1,1
"MN",1988,66.6144027709961,1,1,1
"MN",1992,71.2975082397461,1,1,1
"MN",1996,63.3141670227051,1,1,1
"MN",2000,67.1335983276367,1,1,1
"MN",2004,73.9000015258789,1,1,1
"MN",2008,73.1999969482422,1,1,1
"MN",2012,71.3000030517578,1,1,1
"MS",1920,9.00082588195801,0,0,0
"MS",1924,11.6896877288818,0,0,0
"MS",1928,15.0408067703247,0,0,0
"MS",1932,13.7151908874512,0,0,0
"MS",1936,14.3291702270508,0,0,0
"MS",1940,14.6811542510986,0,0,0
"MS",1944,14.9844226837158,0,0,0
"MS",1948,15.9368686676025,0,0,0
"MS",1952,23.7819976806641,0,0,0
"MS",1956,20.9265193939209,0,0,0
"MS",1960,25.4629383087158,0,0,0
"MS",1964,34.1011848449707,0,0,0
"MS",1968,53.2727508544922,0,0,0
"MS",1972,44.8741226196289,0,0,0
"MS",1976,49.8952598571777,0,0,0
"MS",1980,52.2713966369629,0,0,0
"MS",1984,53.6491661071777,0,0,0
"MS",1988,51.6836204528809,0,0,0
"MS",1992,52.360668182373,0,1,1
"MS",1996,45.3213539123535,0,1,1
"MS",2000,48.0404891967773,0,1,1
"MS",2004,54.2000007629395,0,1,1
"MS",2008,58.9000015258789,0,1,1
"MS",2012,57.2999992370605,0,1,1
"MO",1920,64.620231628418,0,0,0
"MO",1924,60.9570846557617,0,0,0
"MO",1928,67.3504257202148,0,0,0
"MO",1932,69.51123046875,0,0,0
"MO",1936,75.9164733886719,0,0,0
"MO",1940,73.3059997558594,0,0,0
"MO",1944,61.4353790283203,0,0,0
"MO",1948,60.3669815063477,0,0,0
"MO",1952,71.2920989990234,0,0,0
"MO",1956,68.5079040527344,0,0,0
"MO",1960,71.7515563964844,0,0,0
"MO",1964,65.6368789672852,0,0,0
"MO",1968,63.6431503295898,0,0,0
"MO",1972,57.182544708252,0,0,0
"MO",1976,58.0047492980957,0,0,0
"MO",1980,59.066780090332,0,0,0
"MO",1984,58.0960540771484,0,0,0
"MO",1988,55.7778015136719,0,0,0
"MO",1992,61.705394744873,0,0,0
"MO",1996,53.6643829345703,0,1,1
"MO",2000,56.6258239746094,0,1,1
"MO",2004,62.9000015258789,0,1,1
"MO",2008,64.9000015258789,0,1,1
"MO",2012,59.5,0,1,1
"MT",1920,58.6650161743164,0,0,0
"MT",1924,56.1775932312012,0,0,0
"MT",1928,61.4455718994141,0,0,0
"MT",1932,66.3826065063477,0,0,0
"MT",1936,67.57861328125,0,0,0
"MT",1940,69.6084747314453,0,0,0
"MT",1944,57.181755065918,0,0,0
"MT",1948,60.7547874450684,0,0,0
"MT",1952,70.5385437011719,0,0,0
"MT",1956,70.919075012207,0,0,0
"MT",1960,71.3570709228516,0,0,0
"MT",1964,70.4673767089844,0,0,0
"MT",1968,68.2936782836914,0,0,0
"MT",1972,67.4316329956055,0,1,0
"MT",1976,64.2058563232422,0,1,0
"MT",1980,65.5769348144531,0,1,0
"MT",1984,68.1780090332031,0,1,0
"MT",1988,63.8655128479004,0,1,0
"MT",1992,68.8902969360352,0,1,1
"MT",1996,64.2021713256836,0,1,1
"MT",2000,61.1465301513672,0,1,1
"MT",2004,63.4000015258789,0,1,1
"MT",2008,65.0999984741211,1,1,1
"MT",2012,61.5999984741211,1,1,1
"NE",1920,49.9109802246094,0,0,0
"NE",1924,59.1311187744141,0,0,0
"NE",1928,68.1117858886719,0,0,0
"NE",1932,69.760383605957,0,0,0
"NE",1936,73.5289611816406,0,0,0
"NE",1940,73.6184539794922,0,0,0
"NE",1944,66.5582427978516,0,0,0
"NE",1948,57.1491508483887,0,0,0
"NE",1952,70.9044799804688,0,0,0
"NE",1956,67.1936187744141,0,0,0
"NE",1960,71.4562911987305,0,0,0
"NE",1964,66.9594192504883,0,0,0
"NE",1968,60.5380020141602,0,0,0
"NE",1972,55.869026184082,0,0,0
"NE",1976,56.1804618835449,0,0,0
"NE",1980,56.9486198425293,0,0,0
"NE",1984,57.5263977050781,0,0,0
"NE",1988,57.8153953552246,0,1,0
"NE",1992,62.9465179443359,0,1,0
"NE",1996,55.6918983459473,0,1,1
"NE",2000,56.4845237731934,0,1,1
"NE",2004,59.7999992370605,0,1,1
"NE",2008,59.4000015258789,0,1,1
"NE",2012,56.7999992370605,0,1,1
"NV",1920,64.8778915405273,0,0,0
"NV",1924,54.4221382141113,0,0,0
"NV",1928,56.853645324707,0,0,0
"NV",1932,65.0314865112305,0,0,0
"NV",1936,63.0590744018555,0,0,0
"NV",1940,70.55810546875,0,0,0
"NV",1944,61.5688171386719,0,0,0
"NV",1948,61.6169166564941,0,0,0
"NV",1952,68.0723419189453,0,0,0
"NV",1956,65.3880157470703,0,0,0
"NV",1960,61.2954292297363,0,0,0
"NV",1964,60.515193939209,0,0,0
"NV",1968,56.5730018615723,0,0,0
"NV",1972,51.0578651428223,0,0,0
"NV",1976,48.1804313659668,0,0,0
"NV",1980,41.7280807495117,0,0,0
"NV",1984,39.6877098083496,0,0,0
"NV",1988,40.8147659301758,0,0,1
"NV",1992,49.5807075500488,0,1,1
"NV",1996,37.0289001464844,0,1,1
"NV",2000,40.99853515625,0,1,1
"NV",2004,47.2999992370605,0,1,1
"NV",2008,48.4000015258789,0,1,1
"NV",2012,48.7000007629395,0,1,1
"NH",1920,58.3034362792969,0,0,0
"NH",1924,58.5650863647461,0,0,0
"NH",1928,67.8864440917969,0,0,0
"NH",1932,68.4416046142578,0,0,0
"NH",1936,69.7416687011719,0,0,0
"NH",1940,72.3907318115234,0,0,0
"NH",1944,68.3014984130859,0,0,0
"NH",1948,66.6627502441406,0,0,0
"NH",1952,76.5124740600586,0,0,0
"NH",1956,73.1751861572266,0,0,0
"NH",1960,79.2924957275391,0,0,0
"NH",1964,71.3451385498047,0,0,0
"NH",1968,69.2750549316406,0,0,0
"NH",1972,63.9952125549316,0,0,0
"NH",1976,59.6884002685547,0,0,0
"NH",1980,57.9170455932617,0,0,0
"NH",1984,53.2746086120605,0,0,0
"NH",1988,56.527774810791,0,0,0
"NH",1992,63.2283668518066,0,0,0
"NH",1996,55.9272918701172,1,0,0
"NH",2000,61.4409675598145,1,0,0
"NH",2004,68.4000015258789,1,0,0
"NH",2008,69.5999984741211,1,0,0
"NH",2012,67.8000030517578,1,0,0
"NJ",1920,46.5296821594238,0,0,0
"NJ",1924,49.9425086975098,0,0,0
"NJ",1928,64.532112121582,0,0,0
"NJ",1932,63.2638702392578,0,0,0
"NJ",1936,67.2839202880859,0,0,0
"NJ",1940,69.5883712768555,0,0,0
"NJ",1944,64.5422210693359,0,0,0
"NJ",1948,59.9752655029297,0,0,0
"NJ",1952,70.0127029418945,0,0,0
"NJ",1956,67.9063339233398,0,0,0
"NJ",1960,71.8236236572266,0,0,0
"NJ",1964,69.4164810180664,0,0,0
"NJ",1968,66.2380752563477,0,0,0
"NJ",1972,59.8488235473633,0,0,0
"NJ",1976,58.2506675720215,0,1,0
"NJ",1980,55.3718643188477,0,1,0
"NJ",1984,57.4958000183105,0,1,0
"NJ",1988,53.2625923156738,0,1,0
"NJ",1992,55.634407043457,0,1,0
"NJ",1996,49.8650741577148,0,1,1
