"bfs","year","nat_rate_ord","indirect"
60,2002,3.51758790016174,0
60,2003,4.58937215805054,0
60,2004,8.06451606750488,0
60,2005,2.37529683113098,0
60,2006,4.03800439834595,1
60,2007,9.24170589447021,1
60,2008,6.25,1
60,2009,9.2857141494751,1
62,1991,0.718685865402222,1
62,1992,0.30241933465004,1
62,1993,1.71198391914368,1
62,1994,2.97079563140869,1
62,1995,4.6130952835083,1
62,1996,3.41194200515747,1
62,1997,4.04191589355469,1
62,1998,4.2016806602478,1
62,1999,4.62456512451172,1
62,2000,5.38653373718262,1
62,2001,6.82155179977417,1
62,2002,6.53788948059082,1
62,2003,6.19854688644409,1
62,2004,9.30683422088623,1
62,2005,6.86695289611816,1
62,2006,6.43634653091431,1
62,2007,4.63090324401855,1
62,2008,6.28674793243408,1
62,2009,6.67870044708252,1
64,1991,1.31578946113586,0
64,1992,1.78571438789368,0
64,1993,0.473933666944504,0
64,1994,0,0
64,1995,1.63934421539307,0
64,1996,0.85836911201477,0
64,1997,3.00429177284241,0
64,1998,6.41025686264038,1
64,1999,2.09205031394958,1
64,2000,8.03212833404541,1
64,2001,3.36134481430054,1
64,2002,5.39419078826904,1
64,2003,5.48523235321045,1
64,2004,3.47490358352661,1
64,2005,1.08303248882294,1
64,2006,7.52688217163086,1
64,2007,1.09090912342072,1
64,2008,4.98220634460449,1
64,2009,4.7619047164917,1
66,1991,0.133067190647125,1
66,1992,0.89571338891983,1
66,1993,0.825396835803986,1
66,1994,2.77777791023254,1
66,1995,2.30303025245667,1
66,1996,3.35570454597473,1
66,1997,2.69592475891113,1
66,1998,3.18042826652527,1
66,1999,2.76633310317993,1
66,2000,4.59770107269287,1
66,2001,2.72822666168213,1
66,2002,4.92292404174805,1
66,2003,3.9252336025238,1
66,2004,4.82135152816772,1
66,2005,5.59869241714478,1
66,2006,4.92258834838867,1
66,2007,4.62784433364868,1
66,2008,5.2452826499939,1
66,2009,5.74794721603394,1
69,1991,0.101626008749008,0
69,1992,0.19743338227272,0
69,1993,1.30000007152557,0
69,1994,1.64569222927094,0
69,1995,3.15487575531006,0
69,1996,2.75319576263428,0
69,1997,2.37623763084412,0
69,1998,3.43474006652832,1
69,1999,2.78044104576111,1
69,2000,4.22794103622437,1
69,2001,3.94045519828796,1
69,2002,3.51629519462585,1
69,2003,5.9870548248291,1
69,2004,4.39393949508667,1
69,2005,3.96600556373596,1
69,2006,4.72972965240479,1
69,2007,1.64907646179199,1
69,2008,5.43905639648438,1
69,2009,6.91864204406738,1
72,1991,0,0
72,1992,0.699300706386566,0
72,1993,0,0
72,1994,0.729927003383636,0
72,1995,0.699300706386566,0
72,1996,3.52112698554993,0
72,1997,3.75000023841858,0
72,1998,0.699300706386566,0
72,1999,0.653594791889191,0
72,2000,0.632911384105682,0
72,2001,1.26582276821136,0
72,2002,1.22699379920959,0
72,2003,2.31213855743408,0
72,2004,0.54347825050354,0
72,2005,2.98507452011108,0
72,2006,1.80995488166809,1
72,2007,0.826446235179901,1
72,2008,2.21238946914673,1
72,2009,9.54545402526855,1
81,1991,20,0
81,1992,0,0
81,1993,0,0
81,1994,0,0
81,1995,25,0
81,1996,0,0
81,1997,0,0
81,1998,0,0
81,1999,8.33333396911621,0
81,2000,0,0
81,2001,7.69230794906616,0
81,2002,8.33333396911621,0
81,2003,0,0
81,2004,12.5,0
81,2005,0,0
81,2006,0,0
81,2007,0,0
81,2008,0,0
81,2009,0,0
83,1991,0,0
83,1992,0,0
83,1993,3.16205549240112,0
83,1994,6.10687017440796,0
83,1995,8.44594573974609,0
83,1996,3.37837815284729,0
83,1997,2.68456387519836,0
83,1998,1.3651876449585,0
83,1999,1.98675501346588,0
83,2000,6.47249221801758,0
83,2001,4.98442363739014,0
83,2002,3.07692313194275,0
83,2003,4.91329479217529,0
83,2004,1.75,0
83,2005,3.82022476196289,0
83,2006,7,1
83,2007,3.66795349121094,1
83,2008,8.3175802230835,1
83,2009,3.11284041404724,1
84,1991,0.444444447755814,0
84,1992,0.421940922737122,0
84,1993,0.79365086555481,0
84,1994,0.763358771800995,0
84,1995,2.13523125648499,0
84,1996,4.66666650772095,0
84,1997,3.92857146263123,0
84,1998,3.44827580451965,0
84,1999,2.25080370903015,0
84,2000,6.43274879455566,0
84,2001,2.49307465553284,0
84,2002,2.94906163215637,0
84,2003,5.88235282897949,0
84,2004,7.31707286834717,0
84,2005,6.37755107879639,0
84,2006,10.2941179275513,0
84,2007,5.33980560302734,0
84,2008,6.17283964157104,0
84,2009,4.17633438110352,0
85,1991,1.05263161659241,0
85,1992,0,0
85,1993,0.917431175708771,0
85,1994,3.22580623626709,0
85,1995,2.12765955924988,0
85,1996,3.35570454597473,0
85,1997,4.24242448806763,0
85,1998,5.45454549789429,0
85,1999,1.91082811355591,0
85,2000,3.57142877578735,0
85,2001,8.75,0
85,2002,5.92105293273926,0
85,2003,9.1503267288208,0
85,2004,8.80503177642822,0
85,2005,6.21118021011353,0
85,2006,5.59006214141846,0
85,2007,7.64331245422363,0
85,2008,3.06748461723328,0
85,2009,2.76243090629578,0
86,1991,0.707547187805176,0
86,1992,1.37931036949158,0
86,1993,0.464037120342255,0
86,1994,1.13636362552643,0
86,1995,3.87243747711182,0
86,1996,2.91479825973511,0
86,1997,4.20353984832764,0
86,1998,3.67965364456177,1
86,1999,5.89473676681519,1
86,2000,4.44444465637207,1
86,2001,5.25252532958984,1
86,2002,7.98403167724609,1
86,2003,5,1
86,2004,6.60377359390259,1
86,2005,6.10687017440796,1
86,2006,2.57826900482178,1
86,2007,1.79211473464966,1
86,2008,4.67128038406372,1
86,2009,3.38709688186646,1
89,1991,1.4084507226944,0
89,1992,0.70175439119339,0
89,1993,0.348432064056396,0
89,1994,1.05263161659241,0
89,1995,1.68918907642365,0
89,1996,2.99003338813782,0
89,1997,2.27272725105286,0
89,1998,0.332225918769836,0
89,1999,1.29870128631592,0
89,2000,3.04878044128418,0
89,2001,3.57142877578735,0
89,2002,3.72492814064026,0
89,2003,3.85674953460693,0
89,2004,3.87596893310547,0
89,2005,2.70270276069641,0
89,2006,1.34529149532318,0
89,2007,1.67014622688293,0
89,2008,4.80961894989014,0
89,2009,1.5503876209259,0
91,1991,0,0
91,1992,0,0
91,1993,1.66666674613953,0
91,1994,6.25,0
91,1995,3.78787899017334,0
91,1996,1.68067240715027,0
91,1997,1.63934421539307,0
91,1998,0,0
91,1999,3.81679391860962,0
91,2000,10.7913665771484,0
91,2001,4.41176462173462,0
91,2002,4.7619047164917,0
91,2003,11.8881120681763,0
91,2004,0,0
91,2005,8.1081075668335,0
91,2006,6.80272150039673,1
91,2007,6.89655160903931,1
91,2008,8.9655179977417,1
91,2009,5.96026468276978,1
92,1991,0.574712634086609,0
92,1992,0.362976402044296,0
92,1993,1.59857904911041,0
92,1994,1.22807013988495,0
92,1995,2.69814515113831,0
92,1996,3.52564120292664,0
92,1997,1.00671136379242,0
92,1998,2.54237270355225,0
92,1999,2.76422762870789,0
92,2000,4.3545880317688,0
92,2001,4.62686586380005,0
92,2002,1.38888895511627,0
92,2003,0.536193072795868,0
92,2004,3.14465427398682,0
92,2005,2.51716256141663,0
92,2006,2.78706789016724,0
92,2007,4.29042911529541,0
92,2008,7.37430143356323,0
92,2009,4.14746570587158,1
93,1991,0,0
93,1992,0,0
93,1993,2.53164553642273,0
93,1994,0,0
93,1995,7.14285755157471,0
93,1996,1.47058820724487,0
93,1997,1.31578946113586,0
93,1998,2.73972606658936,1
93,1999,0,1
93,2000,1.35135138034821,1
93,2001,0,1
93,2002,5,1
93,2003,1.19047617912292,1
93,2004,4.87804841995239,1
93,2005,4.70588254928589,1
93,2006,7.36842060089111,1
93,2007,0,1
93,2008,7.92079210281372,1
93,2009,9.18367385864258,1
96,1991,0.889679670333862,0
96,1992,0.52910053730011,0
96,1993,1.7371164560318,0
96,1994,2.38230276107788,0
96,1995,3.58719635009766,0
96,1996,4.00438833236694,0
96,1997,3.44450521469116,0
96,1998,3.54803514480591,0
96,1999,3.76857733726501,0
96,2000,3.69433212280273,0
96,2001,2.92540240287781,0
96,2002,6.06200838088989,0
96,2003,3.88520956039429,0
96,2004,2.21559453010559,0
96,2005,3.49451446533203,0
96,2006,7.1733226776123,1
96,2007,5.53659439086914,1
96,2008,4.57840538024902,1
96,2009,6.33397340774536,1
97,1991,0.408163249492645,0
97,1992,0.202020213007927,0
97,1993,1.19047617912292,0
97,1994,2.86885237693787,0
97,1995,3.31262946128845,0
97,1996,2.66940450668335,0
97,1997,5.08130073547363,0
97,1998,1.41700398921967,0
97,1999,8.20895481109619,0
97,2000,5.22388076782227,0
97,2001,3.15236401557922,0
97,2002,8.6294412612915,0
97,2003,4.60317468643188,0
97,2004,6.57492351531982,0
97,2005,6.46108675003052,0
97,2006,6.63900470733643,1
97,2007,2.83783793449402,1
97,2008,8.79265022277832,1
97,2009,4.7619047164917,1
98,1991,0,0
98,1992,0,0
98,1993,0,0
98,1994,0,0
98,1995,0,0
98,1996,0,0
98,1997,0,0
98,1998,20,0
98,1999,0,0
98,2000,0,0
98,2001,0,0
98,2002,0,0
98,2003,0,0
98,2004,0,0
98,2005,0,0
98,2006,0,1
98,2007,0,1
98,2008,0,1
98,2009,0,1
100,1991,0,0
100,1992,10.3448276519775,0
100,1993,0,0
100,1994,0,0
100,1995,0,0
100,1996,0,0
100,1997,2.5,0
100,1998,0,0
100,1999,0,0
100,2000,0,0
100,2001,1.96078443527222,0
100,2002,0,0
100,2003,0,0
100,2004,13.5593223571777,0
100,2005,3.125,0
100,2006,8.57142925262451,0
100,2007,7.14285755157471,0
100,2008,8.86075973510742,1
100,2009,11.8421058654785,1
112,1991,0.380228132009506,0
112,1992,0.732600748538971,0
112,1993,0.711743772029877,0
112,1994,3.35570454597473,0
112,1995,0.993377506732941,0
112,1996,1.7301037311554,0
112,1997,4.40677976608276,0
112,1998,1.44404327869415,0
112,1999,2.52707576751709,0
112,2000,7.16845893859863,0
112,2001,2.98507452011108,0
112,2002,7.09219884872437,0
112,2003,4.19580411911011,0
112,2004,4.05405378341675,0
112,2005,1.07142865657806,0
112,2006,5.6737585067749,1
112,2007,7.01754379272461,1
112,2008,8.38926219940186,1
112,2009,3.13588857650757,1
113,1991,0.263157904148102,0
113,1992,0.498753130435944,0
113,1993,0.246913596987724,0
113,1994,1.96078443527222,0
113,1995,1.51133501529694,0
113,1996,2.53807091712952,0
113,1997,3.32480812072754,0
113,1998,6.21621608734131,0
113,1999,1.84696578979492,0
113,2000,7.47422647476196,0
113,2001,4.85175228118896,0
113,2002,6.02739715576172,0
113,2003,3.21715807914734,0
113,2004,0.506329119205475,0
113,2005,8.15347766876221,0
113,2006,10.6481485366821,0
113,2007,9.05172348022461,0
113,2008,6.36942672729492,0
113,2009,3.86266112327576,0
114,1991,0,0
114,1992,3.57142877578735,0
114,1993,0,0
114,1994,0,0
114,1995,0,0
114,1996,0,0
114,1997,0,0
114,1998,0,0
114,1999,5.88235282897949,0
114,2000,4.54545450210571,0
114,2001,0,0
114,2002,0,0
114,2003,5.79710149765015,0
114,2004,4.4776120185852,0
114,2005,0,0
114,2006,1.14942526817322,0
114,2007,0,0
114,2008,1.17647063732147,0
114,2009,0,0
117,1991,0.220264315605164,0
117,1992,0.647948145866394,0
117,1993,0.212314233183861,0
117,1994,1.2048192024231,0
117,1995,2.45283031463623,0
117,1996,3.51851844787598,0
117,1997,1.97486543655396,0
117,1998,2.35507249832153,0
117,1999,2.90381121635437,0
117,2000,5.20646333694458,0
117,2001,5.39568328857422,0
117,2002,8.39160823822021,0
117,2003,7.5174822807312,0
117,2004,4.11861610412598,0
117,2005,5.77223062515259,0
117,2006,6.92194414138794,1
117,2007,4.67571640014648,1
